Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acerto_PB,Defi_PD_gol,RPS_PD_gol,Acerto_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acerto_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acerto_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acerto_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acerto_PD_gol_Fina,Defi_DC,RPS_DC,Acerto_DC,Defi_binpo_log,RPS_binpo_log,Acerto_binpo_log,Defi_binpo_p,RPS_binpo_p,Acerto_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Ponte Preta,Grêmio,20,[0.3456 0.2834 0.3709],[0.3499 0.2809 0.3691],[0.3443 0.2839 0.3717],[0.3507 0.2827 0.3664],[0.3448 0.285  0.3701],[0.484  0.2229 0.2922],[0.2156 0.233  0.5512],[0.2419 0.3123 0.4457],0.10008097614893087,0.09661812108268313,0.10069819439017702,0.09903485229520995,0.10220812588795478,0.03569324014386761,0.08197248006560783,0.1493,[0.2626 0.2366 0.5003],0.053459533801376406,0.7300953899999999,0.12862663,0,0.77052173,0.128540185,0,0.7695025899999999,0.12838887000000002,0,0.7757696300000001,0.12936932999999998,0,0.7670860500000002,0.12796754500000004,0,0.77175874,0.128693045,0,0.9385938,0.17526268,0,0.9235212500000001,0.16008221,0,0.90203841,0.159879825,0,0.8609580199999999,0.156308885,0
Coritiba,Chapecoense,20,[0.2995 0.3802 0.3203],[0.321  0.3786 0.3004],[0.2936 0.3768 0.3297],[0.3172 0.381  0.3017],[0.2921 0.3782 0.3297],[0.3816 0.3357 0.2827],[0.2631 0.3068 0.4301],[0.2839 0.3938 0.3223],0.16756750325363012,0.1753979205879284,0.16352941316390499,0.17517146039757628,0.16365205538009006,0.16969647937214868,0.14085949275898013,0.1632,[0.3226 0.3595 0.3179],0.165048734705509,0.7717549399999999,0.30833825,0,0.73784438,0.29664617000000004,0,0.7496812899999998,0.30381856499999993,0,0.69461912,0.27564058,0,0.75285974,0.30491225,0,0.7023997300000001,0.2786495450000001,0,0.8221338600000001,0.36400381,0,0.57503234,0.23116892500000003,1,0.68917142,0.279965585,0,0.36215801999999997,0.147408885,1
Corinthians,Cruzeiro,20,[0.6038 0.2815 0.1146],[0.5941 0.2911 0.1147],[0.6008 0.2858 0.1133],[0.5983 0.2863 0.1153],[0.6037 0.2829 0.1133],[0.6596 0.2589 0.0814],[0.5726 0.2473 0.18  ],[0.6245 0.2699 0.1055],0.06985381853218348,0.06652866061988258,0.06864914053932766,0.06803730671369972,0.0696470274608149,0.08608519959387856,0.06106092913798107,0.0741,[0.5038 0.2762 0.22  ],0.04915261676397014,0.22497650999999996,0.07607580999999997,1,0.24934984999999998,0.08506527,1,0.25387917,0.08611010499999999,1,0.26265011000000005,0.08896693000000001,1,0.24992298999999998,0.08495662999999999,1,0.25662466999999994,0.08734002999999997,1,0.27622805,0.10755339000000001,1,0.18952733000000005,0.06125721000000001,1,0.37090088,0.14730722,1,0.36215801999999997,0.147408885,1
Joinville,Fluminense,20,[0.284  0.3541 0.3618],[0.301 0.351 0.348],[0.2723 0.3587 0.3689],[0.2966 0.3516 0.3518],[0.2694 0.3593 0.3713],[0.2469 0.3077 0.4455],[0.297  0.2811 0.422 ],[0.3261 0.3529 0.321 ],0.04627942868662743,0.04952779897330378,0.04341669121474884,0.04874871499671623,0.04281335728044339,0.05040027407394484,0.057497531559922085,0.0548,[0.306  0.3072 0.3868],0.06209550081794837,0.68172062,0.27859110499999995,0,0.7689420499999999,0.32181381000000003,0,0.7943001900000001,0.33285415,0,0.7329060000000001,0.3048525000000001,0,0.80073654,0.335820025,0,0.74215736,0.3092674,0,0.7513102100000001,0.3361043100000001,0,0.86030915,0.38277039000000007,0,0.72562208,0.31562512,0,0.36215801999999997,0.147408885,1
Flamengo,São Paulo,20,[0.3769 0.2516 0.3713],[0.3907 0.2569 0.3523],[0.3515 0.2498 0.3985],[0.3997 0.2547 0.3454],[0.3567 0.2489 0.3942],[0.3429 0.2547 0.4022],[0.3431 0.2069 0.4493],[0.4148 0.2441 0.3408],0.08393063603396186,0.08530983579516609,0.08052214157897984,0.08654868494798407,0.08126697126688363,0.07900536058767707,0.07591842477322454,0.0883,[0.4246 0.3057 0.2697],0.07526433432201601,0.5181884899999999,0.22940416999999996,1,0.58941986,0.2631329499999999,1,0.6417545400000001,0.28975699000000005,0,0.5613593899999999,0.24771612999999998,1,0.63117974,0.284693145,0,0.5445333400000001,0.23989974500000003,1,0.67619571,0.31700905,0,0.65841734,0.29685310500000006,0,0.49727574,0.20191162500000004,1,0.36215801999999997,0.147408885,1
Internacional,Atlético-PR,20,[0.3376 0.3274 0.335 ],[0.3389 0.3295 0.3316],[0.3361 0.3279 0.336 ],[0.3433 0.3283 0.3284],[0.3388 0.3275 0.3337],[0.4868 0.2522 0.2608],[0.3148 0.2712 0.414 ],[0.3516 0.3353 0.3131],0.06739636787812237,0.06789828228628705,0.0670218946899662,0.06902134138949366,0.06772481702711831,0.0873506481798863,0.0556262513792904,0.07,[0.2626 0.2953 0.4421],0.04669625634618074,0.6308802599999999,0.25922708499999997,1,0.6581895200000001,0.27549938,1,0.6611776199999999,0.2768296049999999,1,0.6555820200000001,0.273505885,1,0.6557973800000001,0.274270565,1,0.6468823400000001,0.26955072500000005,1,0.71444448,0.32044752,0,0.39499571999999994,0.16574763999999997,1,0.8264132600000001,0.369605585,0,0.36215801999999997,0.147408885,1
Goiás,Vasco,20,[0.6804 0.257  0.0624],[0.7083 0.2369 0.0546],[0.6727 0.2622 0.065 ],[0.7056 0.2392 0.055 ],[0.6723 0.2627 0.0649],[0.6576 0.2427 0.0995],[0.655  0.2303 0.1145],[0.6959 0.2445 0.0594],0.09178385039130067,0.1026254711648805,0.08895982020341593,0.10149655457133105,0.08879264525899992,0.08710140919277955,0.08315258502817312,0.0955,[0.4867 0.3866 0.1267],0.035950839136831045,0.15578542000000004,0.04801450500000002,1,0.17208692,0.05303148,1,0.18009913000000002,0.05568165500000001,1,0.14419165999999997,0.04404598499999999,1,0.18061058999999996,0.05580614999999999,1,0.14691300000000002,0.044859220000000005,1,0.18517333999999996,0.06609056499999999,1,0.18604130000000002,0.06358894500000002,1,0.42898933999999994,0.13976488999999997,1,0.36215801999999997,0.147408885,1
Santos,Avaí,20,[0.6918 0.1807 0.1252],[0.6983 0.1787 0.1205],[0.6927 0.1799 0.125 ],[0.7002 0.1768 0.1204],[0.6938 0.1788 0.1249],[0.7559 0.1559 0.0847],[0.6115 0.1843 0.2025],[0.7121 0.1737 0.1114],0.007935840731582353,0.00777528653692472,0.008079083651748956,0.008186341793773044,0.00832810581306862,0.007077416024072051,0.008890943822151144,0.0085,[0.4578 0.3001 0.2421],0.00089195161630307,0.12546806000000002,0.04796794500000002,1,0.14331477,0.05562439000000002,1,0.1424223,0.055334905000000004,1,0.13747683,0.05307906999999999,1,0.14132789,0.05499772500000002,1,0.13563443999999997,0.05250789999999998,1,0.22590498999999997,0.09631638999999997,1,0.09106370999999999,0.03368814999999999,1,0.44265326,0.176296625,1,0.36215801999999997,0.147408885,1
Atlético-MG,Palmeiras,20,[0.5391 0.2265 0.2336],[0.5547 0.2252 0.2193],[0.537  0.2263 0.2359],[0.5495 0.2269 0.2229],[0.5346 0.2271 0.2376],[0.4458 0.2234 0.3299],[0.4425 0.2072 0.3496],[0.5289 0.2312 0.2393],0.09806732126419278,0.09874028018598277,0.09793030390903962,0.09856364277193871,0.09784335087487861,0.0878736100904776,0.08778514406564986,0.0976,[0.4273 0.2327 0.3394],0.08845741829939603,0.33265313999999996,0.13974378999999998,1,0.31830001999999996,0.13368640499999998,1,0.32122949999999995,0.13519826499999996,1,0.29709962,0.12336837,1,0.32462533000000005,0.13669227000000006,1,0.30411827,0.12647385,1,0.47595825,0.21675841500000004,1,0.4658792100000001,0.20828354500000004,1,0.49732694,0.22179282499999997,1,0.36215801999999997,0.147408885,1
Figueirense,Sport,20,[0.3015 0.2566 0.4417],[0.3239 0.2538 0.4221],[0.2929 0.2554 0.4515],[0.3204 0.256  0.4234],[0.291  0.2565 0.4522],[0.3598 0.2297 0.4099],[0.2583 0.201  0.5398],[0.3145 0.2581 0.4272],0.0720076984216353,0.07609900093677036,0.07055014947894284,0.07534970448652303,0.07007369913757465,0.07971536527006294,0.06304456084997391,0.0744,[0.3071 0.2617 0.4311],0.07236709013607945,0.7190257,0.326290525,0,0.7488447,0.34158895,0,0.7690718200000002,0.35201167000000005,0,0.6996940599999998,0.3177242699999999,0,0.7729580900000002,0.35371867000000007,0,0.70665972,0.32064657999999996,0,0.88190393,0.421238095,0,0.63063614,0.289183325,0,0.7344445100000001,0.3330219300000001,0,0.36215801999999997,0.147408885,1
