Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
São Paulo,Cruzeiro,20,[0.2959 0.3117 0.3924],[0.3221 0.3206 0.3573],[0.3042 0.3096 0.3861],[0.3138 0.3226 0.3636],[0.2949 0.3111 0.394 ],[0.3636 0.2822 0.3542],[0.2404 0.2794 0.4801],[0.2367 0.3042 0.4591],0.009256056871047356,0.008907448340815697,0.009861326225788272,0.008431613707083197,0.009305858397480762,0.01735211142420404,0.011322292523442133,0.0106,[0.3868 0.3081 0.3051],0.011832083721292743,0.88593734,0.39669984999999997,0,0.7468914599999998,0.324867285,0,0.72906301,0.31664404500000004,0,0.6899960599999999,0.29360584999999995,0,0.7491852200000001,0.32620100500000004,0,0.70714616,0.3015376999999999,0,0.88555253,0.40379210500000007,0,0.61009944,0.26523130000000006,1,0.5640258599999999,0.234550125,1,0.36215801999999997,0.147408885,1
Atlético-GO,Coritiba,20,[0.2826 0.2681 0.4492],[0.3119 0.2722 0.4158],[0.2713 0.2673 0.4613],[0.3157 0.2723 0.4119],[0.2761 0.268  0.4558],[0.2351 0.2335 0.5309],[0.2976 0.2665 0.4358],[0.3091 0.2756 0.4152],0.09060893652417948,0.0971301356024996,0.08901201308344699,0.09770727560140939,0.08995200557004947,0.06198237350191369,0.08640885757191702,0.0922,[0.3661 0.2959 0.338 ],0.1290037491789264,0.7256892100000002,0.3249084550000001,0,0.7883210100000001,0.3582666300000001,0,0.81525067,0.37194683000000006,0,0.7204640899999999,0.32322721499999996,0,0.8036088499999999,0.365938015,0,0.7120753900000001,0.3190052500000001,0,0.75430965,0.34168729000000003,0,0.9214490700000002,0.43372911000000003,0,0.60363002,0.25803660500000003,1,0.36215801999999997,0.147408885,1
Vasco,Palmeiras,20,[0.2452 0.2419 0.5125],[0.2512 0.2582 0.4904],[0.2342 0.238  0.5274],[0.2557 0.2588 0.4853],[0.2406 0.2394 0.5196],[0.3158 0.2577 0.4264],[0.208  0.2348 0.5567],[0.2095 0.2473 0.5428],0.11474556650081026,0.1224677347455268,0.11283935649873333,0.12279590289811844,0.11344078569544061,0.12242985929181911,0.11158086004632356,0.114,[0.3747 0.286  0.3393],0.13301482257085662,0.9050793800000001,0.16947832500000004,0,0.8974949000000001,0.16159480500000004,0,0.9136444000000001,0.16671132000000002,0,0.8538608400000001,0.15189492000000002,0,0.9063848799999998,0.16414426000000004,0,0.8502760200000001,0.15054639,0,0.9387099299999999,0.176868045,0,0.8325558900000001,0.14081595,0,0.7653205799999999,0.12776229,0,0.8609580199999999,0.156308885,0
Atlético-MG,Flamengo,20,[0.2758 0.2905 0.4336],[0.2824 0.3051 0.4125],[0.2772 0.2845 0.4382],[0.2793 0.307  0.4137],[0.2739 0.2868 0.4393],[0.2955 0.2471 0.4571],[0.2546 0.2728 0.4725],[0.2578 0.2885 0.4537],0.04920091322947829,0.05186685917108044,0.048865527912304196,0.05125474883795641,0.04841539228259584,0.045081629366415715,0.04302218455695888,0.0418,[0.3105 0.3525 0.337 ],0.06099541453713776,0.8399367799999999,0.37835226499999997,0,0.79686485,0.35628067,0,0.79539933,0.35727337000000003,0,0.77819202,0.3425530050000001,0,0.8024599400000001,0.36010285,0,0.78480518,0.34527809,0,0.85329725,0.38948596500000005,0,0.76631907,0.35276755000000004,0,0.7132355,0.294489625,0,0.36215801999999997,0.147408885,1
Sport,Ponte Preta,20,[0.5427 0.2314 0.2253],[0.5648 0.2334 0.2012],[0.5339 0.2367 0.2289],[0.5689 0.2297 0.2009],[0.5378 0.2326 0.2291],[0.4358 0.2454 0.3184],[0.5593 0.233  0.2071],[0.5806 0.2303 0.1884],0.05664495269123364,0.06618141101763153,0.06127323627475964,0.06213618671667813,0.05683299996139957,0.05505422641159464,0.06167217470541018,0.0623,[0.6144 0.2188 0.166 ],0.06397126316050977,0.96502901,0.18642783000000002,0,0.9360293399999999,0.17277722999999995,0,0.9200713100000001,0.16883691,0,0.9471560399999999,0.17986131999999996,0,0.9306184099999999,0.17097262499999996,0,0.9573701099999999,0.18210470999999998,0,0.9439959000000001,0.17797807,0,0.8607213599999999,0.14577762000000002,0,1.0153168,0.20265511999999997,0,0.8609580199999999,0.156308885,0
Vitória,Avaí,20,[0.5344 0.2899 0.1757],[0.5757 0.2671 0.1571],[0.5141 0.2987 0.1871],[0.5867 0.2631 0.15  ],[0.5267 0.2948 0.1784],[0.6186 0.2115 0.1689],[0.5248 0.2677 0.2073],[0.5432 0.2691 0.1876],0.09009868808535255,0.07766493507531846,0.09611672962925712,0.07497208292829026,0.09264712107272717,0.05066435092840201,0.08100273972655071,0.0765,[0.6206 0.2449 0.1343],0.06585380490520171,1.02747481,0.4774487700000001,0,1.04909586,0.48252692500000005,0,1.0143269099999999,0.46247133,0,1.11325331,0.5208711699999999,0,1.0393464899999998,0.4761375749999999,0,1.1359385,0.533188485,0,0.9754516200000001,0.451735665,0,1.11812542,0.535866485,0,1.19455686,0.567117325,0,0.91675802,0.424708885,0
Atlético-PR,Bahia,20,[0.4185 0.2788 0.3026],[0.4266 0.2726 0.3007],[0.388  0.2879 0.3241],[0.4452 0.2669 0.2878],[0.4096 0.2816 0.3087],[0.5697 0.2376 0.1923],[0.4733 0.2894 0.2373],[0.4895 0.2938 0.2165],0.01154611346525372,0.0128715625994687,0.009144413953017207,0.014605142402760458,0.010800498646136851,0.02374626534154066,0.011723219401887185,0.0131,[0.476  0.2454 0.2783],0.020759594846993634,0.39380093999999993,0.15378458999999994,1,0.50743845,0.214884775,1,0.5624712199999999,0.23979240500000001,1,0.49351881000000003,0.209634105,1,0.52316641,0.221964805,1,0.46186749,0.19534473,1,0.41747654,0.16686209,1,0.27859114,0.11114577,1,0.41224805000000003,0.17609702500000002,1,0.36215801999999997,0.147408885,1
Botafogo,Grêmio,20,[0.2609 0.2722 0.4668],[0.2648 0.271  0.4641],[0.25   0.2711 0.4788],[0.2749 0.2717 0.4533],[0.2601 0.272  0.4678],[0.2206 0.2257 0.553 ],[0.2305 0.2653 0.504 ],[0.2277 0.2868 0.4854],0.09188464102783611,0.09133555653757273,0.09006980900438473,0.0927894165384122,0.0916565688542591,0.056764672876158245,0.08110682617345027,0.0902,[0.2189 0.2375 0.5431],0.06529974814112116,0.91431469,0.416078775,0,0.83826389,0.382132215,0,0.8652446500000001,0.39592261,0,0.82934885,0.378000345,0,0.8402728500000001,0.38319121500000003,0,0.8050717900000002,0.3656707900000001,0,0.91653034,0.42317396499999993,0,0.9642138499999999,0.45702426999999995,0,0.96148107,0.4528092100000001,0,0.36215801999999997,0.147408885,1
Chapecoense,Corinthians,20,[0.0899 0.1843 0.7244],[0.1205 0.2138 0.665 ],[0.0792 0.1693 0.7495],[0.1285 0.2221 0.6488],[0.0868 0.18   0.7317],[0.1456 0.2131 0.6404],[0.0562 0.143  0.7973],[0.0467 0.1515 0.7994],0.14864557355673505,0.15404595174010302,0.14092794974985992,0.1569451341951237,0.14646316180301436,0.1292827163405696,0.13201981896012585,0.1587,[0.4002 0.2668 0.3329],0.09457904470556891,0.0653735,0.020734944999999998,1,0.11800385999999996,0.041634805,1,0.09768537999999996,0.034014445000000004,1,0.17245568999999997,0.063138615,1,0.11191912999999999,0.03935936499999999,1,0.18918209999999996,0.06971648500000001,1,0.06469472999999999,0.021425664999999997,1,0.19592313,0.07493293000000001,1,0.67636469,0.30252452500000004,0,0.91675802,0.424708885,0
Santos,Fluminense,20,[0.5465 0.2615 0.1918],[0.5907 0.237  0.1719],[0.5426 0.2616 0.1956],[0.5901 0.2386 0.1709],[0.5414 0.2638 0.1946],[0.5437 0.2294 0.2263],[0.5182 0.2836 0.1981],[0.5325 0.2982 0.1692],0.10301630375834488,0.08191203573127186,0.101674313643854,0.08425261137944505,0.10474046361823913,0.05421254491343554,0.12563829422052866,0.1481,[0.3728 0.2492 0.3777],0.05671221649201539,0.8047081299999999,0.15610937499999997,0,0.8808317399999999,0.16776314499999995,0,0.8779086799999999,0.16637621999999996,0,0.9606451,0.18930697,0,0.8729735599999999,0.16553052000000001,0,0.95715478,0.18878092999999999,0,0.8210038099999999,0.153907245,0,0.94064574,0.17354683,0,0.8453377700000002,0.14093196500000002,0,0.8609580199999999,0.156308885,0
Grêmio,Atlético-PR,21,[0.6435 0.2116 0.144 ],[0.709  0.1803 0.1087],[0.6331 0.2164 0.1497],[0.7073 0.1806 0.1101],[0.6337 0.2155 0.1501],[0.7269 0.1599 0.1088],[0.4795 0.2801 0.2403],[0.4949 0.2893 0.2158],0.06670854438483492,0.05383329257827468,0.06907332571452295,0.053251638121818226,0.06782095961782622,0.03387244892937364,0.10759858090798023,0.12,[0.7283 0.1689 0.1002],0.04771618384789349,0.79659014,0.145747825,0,1.05640281,0.21754453499999998,0,1.0372546599999999,0.21173324999999998,0,1.18640478,0.25746974499999997,0,1.03954595,0.21215841000000002,0,1.1838116600000002,0.25642185000000006,0,0.80592035,0.14385620999999998,0,1.24598906,0.270608605,0,1.2311881399999998,0.27049774499999996,0,0.8609580199999999,0.156308885,0
Corinthians,Vitória,21,[0.8138 0.1371 0.046 ],[0.8375 0.1182 0.0392],[0.8085 0.1409 0.0478],[0.8346 0.1203 0.0402],[0.8055 0.1431 0.0488],[0.8268 0.1112 0.0519],[0.798  0.1422 0.0562],[0.8221 0.135  0.0394],0.024841759392945143,0.02026998027633073,0.02585425102416787,0.02080098910461058,0.02642803541292725,0.018161388123171078,0.025783557020102287,0.0215,[0.7297 0.1583 0.1074],0.02889852878127377,1.6168257700000002,0.7959505350000001,0,1.5911828499999998,0.7832454299999999,0,1.5802099,0.7775202250000001,0,1.63851413,0.8073973750000001,0,1.5740893,0.7743394849999999,0,1.6322452900000002,0.80420759,0,1.54778328,0.7603965,0,1.5948572899999998,0.7817721249999998,0,1.3542557400000002,0.660513625,0,0.91675802,0.424708885,0
Ponte Preta,Botafogo,21,[0.3438 0.3098 0.3464],[0.3882 0.307  0.3048],[0.3377 0.3127 0.3496],[0.3888 0.3056 0.3056],[0.3378 0.311  0.3512],[0.5336 0.2581 0.2081],[0.3025 0.3053 0.3922],[0.3061 0.3232 0.3707],0.06703173342781861,0.07266138702868784,0.06534517299023299,0.07317810111101287,0.06588068079998181,0.09206331342911848,0.0631688547031312,0.0633,[0.4662 0.2713 0.2624],0.08860177161167807,0.7233739399999999,0.30945785,0,0.6465674400000001,0.27529570000000003,0,0.65864274,0.280430725,0,0.5614512800000001,0.23360114,1,0.65857128,0.28092514,0,0.56034816,0.23347840000000003,1,0.73353518,0.320163545,0,0.32745018000000004,0.13045894500000002,1,0.4273998900000001,0.17692435000000004,1,0.36215801999999997,0.147408885,1
Cruzeiro,Sport,21,[0.4736 0.2711 0.2552],[0.4899 0.275  0.235 ],[0.4413 0.276  0.2826],[0.5076 0.2705 0.2217],[0.4646 0.2721 0.2632],[0.569  0.2339 0.1966],[0.3956 0.2792 0.3252],[0.4131 0.2883 0.2984],0.09347653841259425,0.10091198182487814,0.08552505316917801,0.10531721476667767,0.0910165744999391,0.10544352034395453,0.07351164196736193,0.0754,[0.4042 0.2832 0.3126],0.07763027720449824,0.51661106,0.21680680499999996,1,0.41571921,0.17113752999999998,1,0.46818445,0.19603249499999997,1,0.39105201,0.15773701499999998,1,0.42996580999999995,0.17799002999999997,1,0.36477889999999996,0.14584870499999997,1,0.5490070400000001,0.23552720000000002,1,0.27912177000000005,0.11230483000000004,1,0.53289864,0.2263482,1,0.36215801999999997,0.147408885,1
Bahia,Vasco,21,[0.5627 0.2278 0.2089],[0.5787 0.229  0.1918],[0.5666 0.2304 0.2024],[0.5764 0.2268 0.1961],[0.5624 0.2281 0.2089],[0.4429 0.2505 0.3064],[0.4461 0.2719 0.2819],[0.4618 0.2789 0.2592],0.05898522305677641,0.0634465150813096,0.0605326159146122,0.06239828494758288,0.05898104075516969,0.03781752363656007,0.03915194416724246,0.0383,[0.4075 0.2708 0.3216],0.0327680774906862,0.43462909000000005,0.17844787000000004,1,0.28676334000000003,0.11756095000000001,1,0.28188548,0.11452246000000002,1,0.26672193,0.10723661500000002,1,0.28716258,0.11769218499999999,1,0.26933040999999996,0.10908384499999998,1,0.46020243000000005,0.19316461000000004,1,0.46699161999999994,0.20218200499999994,1,0.5278154500000001,0.22727357500000003,1,0.36215801999999997,0.147408885,1
